"BN/Registration number","Fiscal period end","Form ID","500","505","510","515","520","525","530","535","540","545","550","555","560","565","580"
"106819295RR0001",2024-3-31 00:00:00,"27","Y",,"Y",,,,,,,,,,"Y","HOCKEY TICKETS",$6222.00
"106819691RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,"Y",,,,,$500.00
"106820822RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$24475.00
"106830078RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","GIFT CARDS",$13534.00
"106830169RR0001",2024-7-31 00:00:00,"27","Y",,"Y",,,,,,,,,,"Y","Gift cards, event tickets, lessons, spa items",$6669.00
"106830268RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$106631.00
"106830961RR0001",2024-9-30 00:00:00,"27",,,,,,,,,,,"Y",,,,$14631.00
"106830961RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$70927.00
"106831043RR0001",2024-8-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","GIFTBASKETS, HOCKEY TICKETS",$9628.00
"106831118RR0004",2024-8-31 00:00:00,"27",,,"Y","Y",,,,,,"Y",,"Y","Y","Accomodation (hotel), Piccolo",$11152.00
"106831894RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$1924.00
"106832660RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$43020.00
"106832744RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$1200.00
"106832793RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$58000.00
"106833106RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$4557.00
"106833155RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$384.00
"106833379RR0001",2024-8-31 00:00:00,"27",,,,,,,,,,,,,"Y","Supplies and items donated for fundraising auction",$1460.00
"106833577RR0001",2024-12-31 00:00:00,"27",,"Y","Y",,,,,,,"Y","Y",,,,$6977.00
"106833627RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","Supplies",$246.00
"106833874RR0001",2024-3-31 00:00:00,"27",,,,"Y",,,,"Y",,"Y",,,,,$1498805.00
"106834138RR0001",2024-8-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","Christmas planter supplies",$1266.00
"106834443RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","Wool for knitting",$193.00
"106834450RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,"Y","EVENT SUPPLIES",$658.00
"106835259RR0001",2024-8-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","Discounts on services",$102128.00
"106835986RR0001",2024-9-30 00:00:00,"27","Y",,"Y",,,,,,,"Y",,,"Y","Event Tickets",$3108.00
"106836141RR0002",2024-12-31 00:00:00,"27",,"Y",,,,,,,,"Y",,,"Y","ADVERTISING, MILEAGE, LABOUR, GARBAGE DISPOSAL, CAMP SUPPLIE",$6248.00
"106836414RR0001",2024-3-31 00:00:00,"27","Y","Y","Y",,,,,,,,,,"Y","plants, school supplies",$8272.00
"106836612RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$2167.00
"106836745RR0001",2024-4-30 00:00:00,"27","Y",,,,,,,,,,,,,,$200.00
"106842057RR0001",2024-7-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$16521.00
"106843121RR0001",2024-12-31 00:00:00,"27","Y",,,"Y",,,,,,,,,"Y","Tourist maps, artefact (hanging sign)",$99178.00
"106844244RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$65504.00
"106844251RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","EDITING",$24900.00
"106844384RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$2306.00
"106844863RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$1860087.00
"106844996RR0001",2024-3-31 00:00:00,"27",,,,,,,"Y",,,,,,,,$82581.00
"106845100RR0001",2024-1-31 00:00:00,"27","Y",,"Y",,,,"Y",,,,"Y",,"Y","SPORTING GOODS",$572295.00
"106845969RR0001",2024-9-30 00:00:00,"27",,,,,,,"Y",,,,"Y",,"Y","Land",$177517.00
"106846553RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$27087.00
"106846819RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,"Y","Y",,"Y","Y",,"Y","Fundraising Items, Dog supplies",$103990.00
"106846942RR0001",2024-8-31 00:00:00,"27","Y",,"Y",,,,"Y",,,"Y","Y",,"Y","Tickets to events",$5531545.00
"106861800RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,,,$34306.00
"106862949RR0001",2024-12-31 00:00:00,"27","Y",,"Y",,,,,,,,,,"Y","WINE",$47038.00
"106862998RR0001",2024-3-31 00:00:00,"27",,,,,,,,"Y",,,,,"Y","Reimbursable expenses",$2550.00
"106863061RR0001",2024-4-30 00:00:00,"27",,,,,,,,,,,"Y",,,,$1694790.00
"106863434RR0001",2024-3-31 00:00:00,"27",,"Y","Y",,,,,,,"Y",,,,,$48913.00
"106863681RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","massage and foot care services to client",$300.00
"106863905RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,"Y",,"Y","Y","Mental health workshop, concert tickets, gift cards, cutleries and delivery services.",$14439.00
"106863939RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,"Y","Y","gift basket, plants, ear buds, makeup, cleaning supplies",$1349.00
"106864036RR0001",2024-3-31 00:00:00,"27","Y",,"Y",,,,,,,,,,"Y","PRIZES",$13949.00
"106864358RR0001",2024-12-31 00:00:00,"27","Y",,"Y",,"Y",,,,,"Y",,,"Y","aircraft model kits, fuel",$91238.00
"106865272RR0001",2024-3-31 00:00:00,"27","Y",,,,,,,,,,"Y",,,,$157219.00
"106865983RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","SUPPLIES",$206.00
"106867609RR0001",2024-4-30 00:00:00,"27",,,,,,,,,,,,,"Y","BIOLOGY LAB & EQUIPMENT/SUP",$5928.00
"106868599RR0001",2024-9-30 00:00:00,"27",,"Y",,,,,,,,"Y","Y","Y",,,$456848.00
"106868755RR0001",2024-2-28 00:00:00,"27",,,,,,,"Y",,,,"Y",,"Y","BIRD FEEDERS",$661122.00
"106868847RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$10355.00
"106869183RR0001",2024-9-30 00:00:00,"27",,,,,,,,,,,"Y",,"Y","INSURANCE PREMIUMS",$291764.00
"106872849RR0001",2024-8-31 00:00:00,"27",,,,,,,,,,,,,"Y","Music equipment",$20050.00
"106874399RR0001",2024-12-31 00:00:00,"27","Y",,"Y",,,,,,,,,,,,$1515.00
"106878374RR0001",2024-3-31 00:00:00,"27","Y",,"Y",,,,,,,,,,,,$137525.00
"106879158RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","COM/MILEAGE",$2009.00
"106879505RR0002",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","FLOWERS, SUPPLIES, MATE",$1342.00
"106879950RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,"Y",,,,$28528.00
"106879950RR0003",2024-3-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$201.00
"106880057RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","small household items",$1567.00
"106880073RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$9441.00
"106880073RR0002",2024-12-31 00:00:00,"27",,,"Y",,,,,,,"Y",,,,,$2382.00
"106880073RR0030",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","FLOWER FOR EASTER AND CHRISTMAS",$466.00
"106880073RR0033",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$767.00
"106880073RR0034",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","CLEANING, FLOCKNOTE, THURIBLE",$7461.00
"106880107RR0019",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","FURNACE OIL",$1200.00
"106880107RR0027",2024-12-31 00:00:00,"27",,"Y","Y",,,,,,,,,,"Y","FURNACE OIL",$7600.00
"106880107RR0034",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","GRAVEL, LANDFILL FOR CEMETERY",$620.00
"106880115RR0001",2024-3-31 00:00:00,"27",,,,,,,"Y",,,,,,,,$565.00
"106880172RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","Gift cards",$10332.00
"106883705RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,,,,"Y","MÉTAUX",$4413.00
"106884117RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,"Y",,,,,$15000.00
"106884760RR0001",2024-3-31 00:00:00,"27",,"Y",,"Y",,,,"Y",,"Y",,,,,$337423.00
"106885130RR0001",2024-6-30 00:00:00,"27",,,"Y",,,,,,,,,,,,$162.00
"106885312RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$28803.00
"106886278RR0001",2024-8-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$9072.00
"106887284RR0002",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","FURNITURE AND SUPPLIES",$6871.00
"106887490RR0002",2024-8-31 00:00:00,"27","Y",,,,,,,,,,"Y",,"Y","AIRLINE POINTS",$26209.00
"106887979RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","DRINKING WATER",$150.00
"106890346RR0001",2024-3-31 00:00:00,"27","Y",,"Y",,,,,,,,,,"Y","GIFT CARDS",$4595.00
"106892714RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","NOURRITURE",$26070.00
"106892755RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$5519.00
"106892771RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$10240.00
"106893142RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","CERTIFICATS CADEAUX",$986.00
"106893209RR0001",2024-8-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$658.00
"106893498RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$443.00
"106893530RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,"Y","Y","COLLECTION",$31852.00
"106893845RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$9850.00
"106895261RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$2085.00
"106896244RR0001",2024-3-31 00:00:00,"27","Y",,,,,,,,,"Y",,,,,$9275.00
"106897747RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$31572.00
"106901804RR0001",2024-5-31 00:00:00,"27",,,,,,,,,,,,,,,$6251.00
"106902281RR0001",2024-3-31 00:00:00,"27","Y",,,,,,,,,,,,,,$182400.00
"106903040RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,,,$1426.00
"106903537RR0001",2024-12-31 00:00:00,"27",,"Y",,,,,,,,,,,"Y","TIME & MONEY MILEAGE",$11426.00
"106907132RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","OFFICE SUPPLIES",$16500.00
"106909252RR0001",2024-12-31 00:00:00,"27",,"Y",,,,,,,,,,,,,$2464.00
"106910474RR0001",2024-1-31 00:00:00,"27",,,,,,,,,,,,,,,$51080.00
"106914195RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","Toys",$106994.00
"106915275RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","paddleboard",$544.00
"106915598RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,"Y","PROPERTY",$54931.00
"106915796RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","Worship songs select renewal, and etc.",$657.00
"106915812RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$14077.00
"106915861RR0001",2024-3-31 00:00:00,"27","Y",,,"Y",,,"Y",,,,,,"Y","Rollator and walker",$5562.00
"106917040RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,"Y",,,,,$392.00
"106917610RR0002",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","supplies, personal services, police screenings",$2502.00
"106917669RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$91.00
"106917750RR0001",2024-12-31 00:00:00,"27",,"Y","Y",,,,,,,"Y",,,"Y","OFFICE SUPPLIES",$1238.00
"106918022RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,"Y",,,$1648.00
"106918071RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$34400.00
"106918329RR0001",2024-6-30 00:00:00,"27",,,,,,,"Y",,,,"Y",,,,$1337002.00
"106918352RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","GIFT CARDS",$65.00
"106918543RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,"Y","Y",,,,$270524.00
"106918741RR0001",2024-7-31 00:00:00,"27","Y",,"Y",,,,,,,"Y",,"Y","Y",,$19367.00
"106919426RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,"Y",,,,,$1500.00
"106920283RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,"Y",,,$227603.00
"106920309RR0002",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$6389621.00
"106920416RR0001",2024-9-30 00:00:00,"27",,,,,,,,,,,,,"Y","Mileage",$956.00
"106920960RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$185.00
"106921133RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$683.00
"106921208RR0001",2024-2-28 00:00:00,"27",,,,,,,,,,,,"Y","Y","Toys, Gift Cards",$132058.00
"106924657RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,"Y",,"Y","Y","bookkeeping supplies",$1012.00
"106924921RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,"Y",,,$183.00
"106924962RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","SUPPLIES",$2927.00
"106925183RR0001",2024-3-31 00:00:00,"27",,,,,,,,"Y",,,,,"Y","WHEELCHAIR",$7275.00
"106925324RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","LIFE INSURANCE PREMIUMS",$255.00
"106925449RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","Flowers, Charity event expenses",$3787.00
"106925647RR0002",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","KITCHEN, BATHROOM SUPPLIES REPAIRS AND PARTS",$1813.00
"106929961RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","THERMAL CAMERA, LOCAL SUMMER MARKET STALL FEE",$887.00
"106930142RR0001",2024-12-31 00:00:00,"27","Y",,,,,,,,,,,"Y",,,$1688.00
"106932320RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,"Y",,,"Y",,"Y","Gift card",$47921371.00
"106944978RR0001",2024-3-31 00:00:00,"27",,,,,,,"Y",,,,,,,,$572.00
"106951650RR0001",2024-12-31 00:00:00,"27","Y",,,,,,"Y",,,,,,"Y","CATERING, ADVERTISING, CUPS, PENS, FLOWERS",$7659.00
"106952195RR0001",2024-12-31 00:00:00,"27",,"Y",,,,,,,,,,,"Y","OFFICE SUPPLIES",$391.00
"106952559RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","FOURNITURES MÉDICALES",$100980.00
"106953029RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,,,"Y","Y","CERTIFICATS CADEAUX/BILLETS POUR CONGRÈS",$1228.00
"106953110RR0002",2024-3-31 00:00:00,"27",,,,,,,,,,,,"Y",,,$999.00
"106953698RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,,,,"Y","INSTRUMENTS DE MUSIQUE",$1400.00
"106954019RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,"Y",,,"Y","AIRCRAFT PARTS",$299342.00
"106954217RR0001",2024-6-30 00:00:00,"27","Y",,,,,,,,,,,,,,$1777.00
"106954241RR0001",2024-6-30 00:00:00,"27","Y",,,,,,,,,,,,,,$165000.00
"106954993RR0001",2024-4-30 00:00:00,"27",,,"Y",,,,,,,,,,"Y","KITCHENWARES",$702.00
"106961352RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","PROGRAM-UPDATS-AND-LAWN",$679.00
"106962251RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,"Y",,"Y","FOOD",$123960.00
"106962343RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,"Y",,,,,$1333.00
"106962772RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,"Y","Y","SUNDRY ITEMS",$8149.00
"106962921RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","WOOD, MEALS, VOLUNTEER FOR FO",$1299.00
"106962939RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,,,$0.00
"106963895RR0001",2024-12-31 00:00:00,"27",,"Y",,,,,,"Y",,,,,"Y","POSTAGE, SANCTUARY SUP",$1015.00
"106964034RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","GIFT CERTIFICATES",$14040.00
"106966328RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","CADEAUX DE NOEL",$7715.00
"106966427RR0002",2024-3-31 00:00:00,"27",,"Y",,"Y",,,,,,"Y",,,,,
"106966468RR0001",2024-3-31 00:00:00,"27","Y",,"Y",,,,,,,,,,,,$30703.00
"106966591RR0001",2024-4-30 00:00:00,"27",,,,,,,"Y",,,"Y","Y","Y","Y","Archival Materials",$2132134.00
"106966799RR0001",2024-3-31 00:00:00,"27",,"Y",,"Y",,,,"Y",,"Y",,,,,$108219.00
"106967060RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$87.00
"106967078RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","Travel points",$987.00
"106967086RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","PAID EXP. FOR MCC",$2023.00
"106967094RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,"Y",,,"Y","HYMNALS, PHOTOGRAPHY",$2555.00
"106967102RR0004",2024-12-31 00:00:00,"27",,"Y",,,,,,,,"Y",,,,,$2154.00
"106967169RR0001",2024-6-30 00:00:00,"27","Y",,,,,,,,,,,,"Y","AUCTION ITEMS, SIGN",$18303.00
"106967730RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,"Y",,,,$47800.00
"106972086RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","HOCKEY TICKETS",$270.00
"106972292RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,,,,"Y","SILENT AUCTION ITEMS",$2510.00
"106974785RR0001",2024-12-31 00:00:00,"27",,"Y",,,,,,,,,,,,,$3500.00
"106983935RR0001",2024-7-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$9910.00
"106987399RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,"Y",,"Y","AD. EXP, AUCTION PRIZE",$15545.00
"106987407RR0001",2024-7-31 00:00:00,"27","Y",,"Y",,,,,,,,,,,,$8037.00
"106990195RR0001",2024-6-30 00:00:00,"27",,,"Y",,,,"Y",,,,"Y",,"Y","FOOTWARE, TOILETRIES & GROCERY GIFT CARDS",$950850.00
"106990484RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,"Y","Y","GIFT CARS/SERVICES",$6419.00
"106993322RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,,,$922.00
"106993785RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","POSTAGE & HIGH TEA EQUIPMENT",$560.00
"106993868RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$13355.00
"106993926RR0001",2024-8-31 00:00:00,"27",,,,,,,"Y",,,,"Y",,,,$148553.00
"106994031RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","Basketball to be utilized as prize for community event",$558.00
"106994122RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","Gift cards",$2500.00
"106994437RR0001",2024-12-31 00:00:00,"27",,"Y",,,,,,,,,,,"Y","MUSICAL EQUIPMENT",$2920.00
"106999386RR0001",2024-12-31 00:00:00,"27",,"Y",,,,,,,,"Y",,,,,$735.00
"107002826RR0003",2024-6-30 00:00:00,"27",,,"Y",,,,,,,"Y",,,,,$1393.00
"107004210RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$116399.00
"107010886RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","Grocery gift cards.",$1900.00
"107011181RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,,"Y",,,,$1191.00
"107016966RR0001",2024-8-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$254.00
"107017154RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","MUSICAL PERFORMANCE",$60.00
"107020323RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","ADMINISTRATIVE SERVICES",
"107020323RR0019",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","MAINTENANCE SUPPLIES",$904.00
"107020331RR0042",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","SERVICES",$1497.00
"107020331RR0048",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","GIFT CARDS/BOTTLES FOR HOLY WATER",$1406.00
"107020331RR0051",2024-12-31 00:00:00,"27",,,,,"Y",,,,,,,,"Y","PIANO",$7000.00
"107020331RR0057",2024-12-31 00:00:00,"27",,,,,,,,,,"Y",,,,,$180.00
"107021537RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$28914.00
"107021677RR0001",2024-12-31 00:00:00,"27",,"Y","Y",,,,,,,,,,,,$136.00
"107030439RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$23623.00
"107253130RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,"Y",,,$0.00
"107253205RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$4165.00
"107268864RR0001",2024-8-31 00:00:00,"27",,,,"Y",,,,,,,,,,,$10800.00
"107269821RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","PLANTS, GREENERY",$449.00
"107269920RR0001",2024-12-31 00:00:00,"27","Y",,"Y","Y",,,,,,,"Y",,"Y","Military Medals",$43616.00
"107270050RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,"Y",,"Y","worship materials",$8149.00
"107270308RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,"Y",,,,$16297.00
"107270415RR0001",2024-8-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$1310.00
"107271207RR0001",2024-8-31 00:00:00,"27",,,,"Y",,,,,,,,,"Y","AUCTION ITEMS",$22903.00
"107273989RR0001",2024-3-31 00:00:00,"27",,,,"Y",,,,"Y",,"Y",,,,,$31863.00
"107274235RR0001",2024-12-31 00:00:00,"27","Y",,"Y",,,,,,,,,,"Y","SILENT AUCTION",$1671.00
"107274904RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","fabric",$284.00
"107275307RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,"Y",,,,,$419.00
"107275315RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$25066.00
"107275653RR0001",2024-7-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","BACS À FLEURS",$17610.00
"107279218RR0001",2024-6-30 00:00:00,"27","Y",,"Y",,,,,,,,,,,,$9065.00
"107282055RR0001",2024-6-30 00:00:00,"27","Y",,,,,,,,,,,,"Y","Event space",$42383.00
"107282212RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$88199.00
"107282246RR0001",2024-12-31 00:00:00,"27",,,,,,,"Y",,,,"Y",,,,$138570.00
"107283178RR0001",2024-12-31 00:00:00,"27","Y",,"Y",,,,,,,"Y",,,,,$13201.00
"107283301RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,"Y",,"Y","GIFT CARDS",$32870.00
"107286155RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","DÉNEIGEMENT",$600.00
"107287815RR0001",2024-4-30 00:00:00,"27",,,,,,,,,,"Y",,,,,$185.00
"107290652RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","ROOM RENTAL, QUILT",$756.00
"107297731RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,"Y",,,"Y","Gift card, fabric",$34909.00
"107302721RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,"Y",,,,,$3080.00
"107302804RR0001",2024-12-31 00:00:00,"27",,,,,,,"Y",,,,,,,,$1493.00
"107302945RR0001",2024-6-30 00:00:00,"27",,"Y",,,,,,,,,,,"Y","FOOD SERVICES",$1173.00
"107303216RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","REIMBURSEMENT OF EXPENSES DONATED",$549.00
"107303489RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,"Y",,,"Y",,$3368.00
"107303554RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","GIFT CARDS + MISC ITEMS",$1156.00
"107303588RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","Book keeping services, English translation services , IT and website support",$5265.00
"107304446RR0001",2024-8-31 00:00:00,"27",,,,,,,,,,,,,"Y","MARKETABLE SECURITIES",$129568.00
"107304586RR0001",2024-8-31 00:00:00,"27",,,,,,,,,,"Y",,,,,$1344.00
"107305666RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","Kitchen supplies, decorations, repair materials",$973.00
"107306045RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","MEUBLES, PETITS ÉLECTR",$141881.00
"107306912RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$11304.00
"107307191RR0008",2024-12-31 00:00:00,"27",,"Y","Y",,,,,,,,,,,,$114.00
"107307191RR0016",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","Music equipment, Liturgical Decorations",$2227.00
"107307191RR0034",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","SIGN PANEL",$500.00
"107307191RR0064",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","EXPENSES PAID FOR SUPPLIES",$758.00
"107307191RR0066",2024-12-31 00:00:00,"27",,"Y",,,,,,,,,,,,,$1087.00
"107307191RR0068",2024-12-31 00:00:00,"27",,"Y","Y",,,,,,,,,,"Y","Dishwasher, Arts & Crafts Supplies, Bulletin Board.",$2710.00
"107307191RR0069",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$600.00
"107353781RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","Roast beef for fundraiser",$500.00
"107354334RR0001",2024-12-31 00:00:00,"27",,,,,,,"Y",,,,,,,,$6622.00
"107360018RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","Fournitures, frais postaux et d'impression",$1190.00
"107364846RR0001",2024-12-31 00:00:00,"27","Y",,"Y",,,,,,,,,"Y","Y","CLAVIER ET SERVICES RENDUS",$4803.00
